CharacterName,WikiLink,Source,Sentiment
Spidercide,Spidercide,Marvel,5.373194444444445
Spike,Spike (Marvel Comics),Marvel,5.3667046632124356
Spiral,Spiral (comics),Marvel,5.33
Spirit of '76,Spirit of '76 (Marvel Comics),Marvel,5.513238341968911
Spitfire,Spitfire (comics),Marvel,5.33
Spoilsport,Spoilsport (comics),Marvel,5.202173913043478
Spoor,Spoor (comics),Marvel,5.516
Spot,Spot (comics),Marvel,5.316907251264756
Sprite,Sprite (Eternal),Marvel,5.4698400000000005
Sprocket,Sprocket (comics),Marvel,5.39
Sputnik,Sputnik (comics),Marvel,5.319444444444444
Spyder,Spyder (comics),Marvel,5.556666666666666
Spyke,Spyke,Marvel,5.379448105436574
Spymaster,Spymaster (comics),Marvel,5.33
Spyne,Spyne,Marvel,5.31718309859155
Squirrel Girl,Squirrel Girl,Marvel,5.5643634399892
Squid,Squid (Marvel Comics),Marvel,5.30493010251631
Squidboy,Squidboy,Marvel,5.38909090909091
Gabriel and Sarah Stacy,Gabriel Stacy and Sarah Stacy,Marvel,5.369321620302586
George Stacy,George Stacy,Marvel,5.396681248177311
Gwen Stacy,Gwen Stacy,Marvel,5.4644208987943
Stacy X,Stacy X,Marvel,5.477096018735363
Stained Glass Scarlet,Stained Glass Scarlet,Marvel,5.308801742919391
Zeke Stane,Zeke Stane,Marvel,5.392627489072365
Star Brand,Star Brand,Marvel,5.43970783847981
Star-Lord,Star-Lord,Marvel,5.510350530733152
Star Thief,Star Thief,Marvel,5.190909090909091
Stardust,Stardust (Marvel Comics),Marvel,5.360561023622047
Starfox,Starfox (comics),Marvel,5.385959956116292
Starhawk,Starhawk (comics),Marvel,5.33
Starlight,Starlight (Marvel Comics),Marvel,5.405381727158948
Arno Stark,Arno Stark,Marvel,5.420410447761195
Howard Stark,Howard Stark,Marvel,5.389108748977924
Maria Stark,Maria Stark,Marvel,5.431241768579492
Morgan Stark,Morgan Stark,Marvel,5.380869872701557
Starr the Slayer,Starr the Slayer,Marvel,5.3817027417027425
Starshine,Starshine (comics),Marvel,5.403569261880687
Emma Steed,Emma Steed,Marvel,5.584999999999999
Steel Serpent,Steel Serpent,Marvel,5.3375682087781735
Steel Spider,Steel Spider,Marvel,5.368502235469449
Steel Wind,Steel Wind,Marvel,5.1376470588235295
Steeplejack,Steeplejack (Marvel Comics),Marvel,5.236981891348089
Stegron,Stegron,Marvel,5.360301596688349
Chase Stein,Chase Stein,Marvel,5.313384168482207
Victor and Janet Stein,Pride (comics),Marvel,5.364643403308773
Stellaris,Stellaris (comics),Marvel,5.358181818181818
Stepford Cuckoos,Stepford Cuckoos,Marvel,5.358805283169903
Stick,Stick (comics),Marvel,5.381768430574401
Stiletto,Stiletto (comics),Marvel,5.257889763779528
Farley Stillwell,Farley Stillwell,Marvel,5.3839999999999995
Stilt-Man,Stilt-Man,Marvel,5.273872912801485
Stinger,Stinger (Marvel Comics),Marvel,5.166
Stingray,Stingray (comics),Marvel,5.434414261460102
Stonecutter,Stonecutter (comics),Marvel,5.468490566037736
Stonewall,Stonewall (comics),Marvel,5.258520770010132
Storm,Storm (Marvel Comics),Marvel,5.483439176328084
Franklin Storm,Franklin Storm,Marvel,5.328559451219512
Stranger,Stranger (comics),Marvel,5.414533073929961
Gene Strausser,Damage Control (comics),Marvel,5.3529811629811626
Straw Man,Straw Man (comics),Marvel,5.423347107438016
Stringfellow,Stringfellow (comics),Marvel,5.422222222222222
Strobe,Strobe (comics),Marvel,5.36040293040293
Mendel Stromm,Mendel Stromm,Marvel,5.342662090007628
Strong Guy,Strong Guy,Marvel,5.35355859375
Strongman,Strongman (comics),Marvel,5.246540664375716
Stryfe,Stryfe,Marvel,5.343562423749492
William Stryker,William Stryker,Marvel,5.316707547169812
Stuntmaster,Stunt-Master (comics),Marvel,5.506666666666667
Styx and Stone,Styx and Stone,Marvel,5.031999999999999
Subterranea,Subterranea (comics),Marvel,5.331621428571429
Hope Summers,Hope Summers (comics),Marvel,5.627142857142857
Ruby Summers,Ruby Summers,Marvel,5.3709497206703904
Lin Sun,Sons of the Tiger,Marvel,5.401081081081081
Sun Girl,Sun Girl (Marvel Comics),Marvel,5.582793136320306
Sunfire,Sunfire (comics),Marvel,5.3837322342239915
Sunpyre,Sunpyre,Marvel,5.432666666666667
Sunspot,Sunspot (comics),Marvel,5.412352941176471
Sunturion,Sunturion,Marvel,5.404127290260367
Super-Adaptoid,Super-Adaptoid,Marvel,5.469823449524672
Super-Patriot,Super-Patriot (Marvel Comics),Marvel,5.335240963855421
Super Rabbit,Super Rabbit (comics),Marvel,5.995000000000001
Super Sabre,Super Sabre (comics),Marvel,5.334537634408603
Super-Skrull,Super-Skrull,Marvel,5.435447482014388
Supergiant,Supergiant (comics),Marvel,5.469501510574018
Superia,Superia,Marvel,5.453964049195838
Supernova_Marvel,Supernova (Marvel Comics),Marvel,5.354785714285714
Supreme Intelligence,Supreme Intelligence,Marvel,5.491802694136292
Surtur,Surtur (Marvel Comics),Marvel,5.33
Swarm,Swarm (comics),Marvel,5.412352941176471
Jenny Swensen,Jenny Swensen,Marvel,5.63857142857143
Beverly Switzler,Beverly Switzler,Marvel,5.3908198683423105
Sword Master,Lin Lie,Marvel,5.223645352669743
Swordsman,Swordsman (comics),Marvel,5.33
Kevin Sydney,Kevin Sydney,Marvel,5.344371874080611
Sydren,Sydren,Marvel,5.1000000000000005
Synapse,Synapse (comics),Marvel,5.476334586466165
Synch,Synch (comics),Marvel,5.377095046854083
T-Ray,T-Ray (comics),Marvel,5.32976050110538
Tag,Tag (comics),Marvel,5.6259999999999994
Tai,Tai (comics),Marvel,5.429101239669421
Hiro Takachiho,Hiro Takachiho,Marvel,5.620305555555555
Glenn Talbot,Glenn Talbot,Marvel,5.353231884057972
Talisman,Talisman (Alpha Flight),Marvel,5.412296620775971
Talos the Untamed,Talos the Untamed,Marvel,5.522999501743897
Tarantula,Tarantula (Marvel Comics),Marvel,5.360931677018634
Tarzan,Tarzan in comics,Marvel,5.581664158245538
Taserface,Taserface,Marvel,5.467282099343955
Taskmaster,Taskmaster (comics),Marvel,5.153809523809524
Taurus,Taurus (comics),Marvel,5.412352941176471
Tazza,Tazza (comics),Marvel,5.5683333333333325
Teen Abomination,Teen Abomination,Marvel,5.351674584323041
Tempest,Angel Salvadore,Marvel,5.55574341123819
Claire Temple,Claire Temple,Marvel,5.505140722724114
Tempo,Tempo (comics),Marvel,5.433572710951526
Tenebrous,Tenebrous (Marvel Comics),Marvel,5.601666666666667
Terraformer,Terraformer (comics),Marvel,5.692857142857142
Terrax,Terrax,Marvel,5.390019113149847
Terror,Terror Inc.,Marvel,5.219208945260347
Texas Twister,Texas Twister,Marvel,5.501469673405911
Thanos,Thanos,Marvel,5.498872321516738
Thena,Thena,Marvel,5.491060606060605
Therak,Death Web (comics),Marvel,5.310526315789473
Thermite,Thermite (comics),Marvel,5.439432432432433
Thin Man,Thin Man (comics),Marvel,5.49143220338983
Thing,Thing (comics),Marvel,5.313888888888888
Thog,Thog (comics),Marvel,5.460952380952382
Thor,Thor (Marvel Comics),Marvel,5.514066536896124
Thor Girl,Thor Girl,Marvel,5.439623846699788
Professor Thorton,Professor Thorton,Marvel,5.345815523059618
Threnody,Threnody (comics),Marvel,5.283766062602965
Thunderball,Thunderball (comics),Marvel,5.33
Thunderbird,Thunderbird (John Proudstar),Marvel,5.443743882544861
Thunderbolt,Thunderbolt (Marvel Comics),Marvel,5.278335517693316
Thunderclap,Thunderclap (comics),Marvel,5.306110019646366
Thunderer,Thunderer (Marvel Comics),Marvel,5.408102926337033
Thunderstrike,Thunderstrike (Eric Masterson),Marvel,5.414003107198343
Thundersword,Thundersword,Marvel,5.071666666666667
Thundra,Thundra,Marvel,5.472417893544733
Tiger Shark,Tiger Shark (Marvel Comics),Marvel,5.3595353247984825
Tigra,Tigra,Marvel,5.454714593817399
Timebroker,Timebroker,Marvel,5.3662820512820515
Timeslip,Timeslip (comics),Marvel,5.479471544715448
Tinkerer,Tinkerer (Marvel Comics),Marvel,5.386478108021732
Titania,Titania (Marvel Comics),Marvel,5.403853039134055
Titanium Man,Titanium Man,Marvel,5.3391673403395306
Titannus,Titannus,Marvel,5.380863477246208
Toad,Toad (comics),Marvel,5.247894736842106
Tombstone,Tombstone (comics),Marvel,5.33
Tonaja,Tonaja,Marvel,5.419302325581396
Topaz,Topaz (Marvel Comics),Marvel,5.4207656826568265
Toro,Toro (comics),Marvel,5.427678670360111
Torpedo,Torpedo (Marvel Comics),Marvel,5.357845911949686
Tower of Flower,Klara Prast,Marvel,5.395790387955993
Blake Tower,Blake Tower,Marvel,5.3765252707581235
Toxie Doxie,June Covington,Marvel,5.36804945054945
Toxin,Toxin (comics),Marvel,5.33
Tracer,Tracer (Marvel Comics),Marvel,5.388399071925754
Trance,Trance (comics),Marvel,5.417461368653422
Transonic,Transonic (comics),Marvel,5.345652173913043
Trapster,Trapster,Marvel,5.338773191972738
Trash,Trash (comics),Marvel,5.196071904127829
Bolivar Trask,Bolivar Trask,Marvel,5.31392684610076
Judas Traveller,Judas Traveller,Marvel,5.192666666666666
Lorelei Travis,Lorelei Travis,Marvel,5.311274038461539
Tremolo,Tremolo (comics),Marvel,5.673846153846153
Tricephalous,Tricephalous (comics),Marvel,5.414975124378111
Trick Shot_Trickshot,Trick Shot (comics),Marvel,5.05
Triton,Triton (comics),Marvel,5.417811885084612
Troll,Troll (Marvel Comics),Marvel,5.321877470355731
Damian Tryp,Damian Tryp,Marvel,5.2093333333333325
Matsu'o Tsurayaba,Matsu'o Tsurayaba,Marvel,5.351223354958294
Turbo,Turbo (comics),Marvel,5.378638184245661
Turner D. Century,Turner D. Century,Marvel,5.292985074626866
Tusk,Tusk (comics),Marvel,5.202173913043478
Two-Gun Kid,Two-Gun Kid,Marvel,5.453992537313433
Tyger Tiger,Jessan Hoan,Marvel,5.29
Typeface,Typeface (comics),Marvel,5.3339909808342725
Typhon,Typhon (comics),Marvel,5.263244239631336
Tyr,Tyr (Marvel Comics),Marvel,5.317411575562701
Tyrak,Tyrak,Marvel,5.29
Tyrant,Tyrant (Marvel Comics),Marvel,5.249200000000001
Uatu,Uatu,Marvel,5.4010508021390375
Ulik,Ulik,Marvel,5.376914498141263
Ultimo,Ultimo (Marvel Comics),Marvel,5.30346546310832
Ultron,Ultron,Marvel,5.43338078291815
U-Man,U-Man,Marvel,5.481821561338291
Umar,Umar (Marvel Comics),Marvel,5.473235031277927
Underworld,Underworld (comics),Marvel,5.635555555555556
Unicorn,Unicorn (Marvel Comics),Marvel,5.380568493150685
Uni-Mind,Uni-Mind,Marvel,5.431666666666667
Union Jack,Union Jack (comics),Marvel,5.480476190476191
Unus the Untouchable,Unus the Untouchable,Marvel,5.305916230366492
Ben Urich,Ben Urich,Marvel,5.3353921269453775
Phil Urich,Phil Urich,Marvel,5.347414285714286
Ursa Major,Ursa Major (comics),Marvel,5.375263157894736
U.S. Agent,U.S. Agent (comics),Marvel,5.301111111111111
Valkyrie,Valkyrie (Marvel Comics),Marvel,5.488849028400598
Michael Van Patrick,Michael Van Patrick,Marvel,5.429807976366322
Vanisher,Vanisher,Marvel,5.320970464135022
Vapor_Marvel,U-Foes,Marvel,5.306257050765511
Vector,U-Foes,Marvel,5.306257050765511
Vengeance,Vengeance (comics),Marvel,5.114285714285714
Venom,Venom (Marvel Comics character),Marvel,5.185416666666667
Venomm,Venomm,Marvel,5.3006676557863495
Venus,Venus (Marvel Comics),Marvel,5.515817694369973
Vermin,Vermin (comics),Marvel,5.3707692307692305
Kristoff Vernard,Kristoff Vernard,Marvel,5.325778105056456
Vertigo,Vertigo (Marvel Comics),Marvel,5.405217391304348
Vessel,Vessel (comics),Marvel,5.383103448275863
Vibraxas,Vibraxas,Marvel,5.558461538461539
Victorius,Scientist Supreme,Marvel,5.4660504662644
Vidar,Vidar (Marvel Comics),Marvel,5.22
Viper,Viper (Marvel Comics),Marvel,5.394557556773688
Virgo,Virgo (comics),Marvel,5.33
Vishanti,Vishanti,Marvel,5.366333333333333
Vision,Vision (Timely Comics),Marvel,5.565440696409141
Amelia Voght,Amelia Voght,Marvel,5.415766283524904
Voice,Voice (comics),Marvel,5.246666666666666
Philip Nolan Voigt,DP 7,Marvel,5.373994797473058
Volcana_Marvel,Volcana (Marvel Comics),Marvel,5.437926136363636
Volla,Volla (comics),Marvel,5.634545454545455
Volstagg,Volstagg,Marvel,5.346109602567267
Baron Von Blitzschlag,Baron Von Blitzschlag,Marvel,5.40157667386609
Friedrich Von Roehm,Friedrich Von Roehm,Marvel,5.176923076923076
Andrea and Andreas von Strucker,Fenris (comics),Marvel,5.342045845272206
Werner von Strucker,Werner von Strucker,Marvel,5.309871244635193
Voyager,Voyager (comics),Marvel,5.442039877300614
Vulcan,Vulcan (Marvel Comics),Marvel,5.318600699650175
Wallflower,Wallflower (comics),Marvel,5.441498007968128
Walrus,Walrus (comics),Marvel,5.412352941176471
War,War (Marvel Comics),Marvel,5.217340359578425
Grant Ward,Grant Ward (Marvel Cinematic Universe),Marvel,5.41639988922736
War Machine,War Machine,Marvel,5.243806942682506
Warbird,Carol Danvers,Marvel,5.584747233335064
Warlock,Warlock (New Mutants),Marvel,5.371811652035117
Adam Warlock,Adam Warlock,Marvel,5.4758901538846505
Warpath,Warpath (comics),Marvel,5.353249625187406
Miles Warren,Jackal (Marvel Comics),Marvel,5.492857142857142
Warrior Woman,Warrior Woman (Marvel Comics),Marvel,5.445875331564987
Warcat,Warwolf (Marvel Comics),Marvel,5.191314186248912
Washout,Washout (comics),Marvel,5.33
Wasp,Wasp (comics),Marvel,5.33
Anna Watson,Anna Watson (comics),Marvel,5.553495145631068
Mary Jane Watson,Mary Jane Watson,Marvel,5.447083836988432
Weapon H,Weapon H,Marvel,5.210136559655007
Wendigo,Wendigo (comics),Marvel,5.322209126624358
Werewolf by Night,Werewolf by Night,Marvel,5.408462913315461
Nicodemus West,Nicodemus West,Marvel,5.374542056074767
Western Kid,Western Kid,Marvel,5.528923705722071
Evangeline Whedon,Evangeline Whedon,Marvel,5.386923076923077
Whiplash,Whiplash (comics),Marvel,5.4366666666666665
Whirlwind,Whirlwind (comics),Marvel,5.348725961538462
Abraham Whistler,Abraham Whistler,Marvel,5.3243145327295185
White Dragon,White Dragon (comics),Marvel,5.356400951814397
White Rabbit,White Rabbit (comics),Marvel,5.45514325974636
White Tiger,White Tiger (comics),Marvel,5.4677475022706625
Whiteout,Whiteout (Marvel Comics),Marvel,5.367777777777778
Debra Whitman,Debra Whitman,Marvel,5.446814671814671
Whizzer,Whizzer (comics),Marvel,5.466011695906434
Wiccan,Wiccan (comics),Marvel,5.33
Wild Child,Wild Child (comics),Marvel,5.528095238095237
Alex Wilder,Alex Wilder,Marvel,5.410173867228661
Geoffrey and Catherine Wilder,Pride (comics),Marvel,5.364643403308773
Wildside,Mutant Liberation Front,Marvel,5.345
Wildstreak,Wildstreak,Marvel,5.224444444444444
Will o' the Wisp,Will o' the Wisp (comics),Marvel,5.375841694537347
Riri Williams,Riri Williams,Marvel,5.226153846153846
Jim Wilson,Jim Wilson (comics),Marvel,5.414021052631579
Wind Dancer,Wind Dancer,Marvel,5.455457317073171
Wing,Wing (Marvel Comics),Marvel,5.3828
Colleen Wing,Colleen Wing,Marvel,5.448767123287672
Wyatt Wingfoot,Wyatt Wingfoot,Marvel,5.513473684210527
Winter Soldier,Bucky Barnes,Marvel,5.424787376629706
Wipeout,Wipeout (comics),Marvel,5.153200000000001
Pete Wisdom,Pete Wisdom,Marvel,5.439812067260138
Romany Wisdom,Romany Wisdom,Marvel,5.395
Wither,Wither (comics),Marvel,5.341727019498607
Witness,Witness (comics),Marvel,5.276315789473683
Wizard_Marvel,Wizard (Marvel Comics),Marvel,5.367230967741936
Wolfsbane,Wolfsbane (comics),Marvel,5.33
Wolverine,Wolverine (character),Marvel,5.346854657687991
Wonder Man,Wonder Man,Marvel,5.477015444015445
Wong,Wong (comics),Marvel,5.412352941176471
Wong-Chu,Wong-Chu,Marvel,5.281001177856301
Jimmy Woo,Jimmy Woo,Marvel,5.42981410606889
Wraith,Wraith (Brian DeWolff),Marvel,5.2482723279648615
Wrecker,Wrecker (comics),Marvel,5.384274988268419
Wundarr the Aquarian,Wundarr the Aquarian,Marvel,5.439162895927601
Wysper,Wysper,Marvel,5.342222222222222
Professor X,Professor X,Marvel,5.356239785855171
Xavin,Xavin,Marvel,5.396508563899868
X-Man,Nate Grey,Marvel,5.320702345471038
Xorn,Xorn,Marvel,5.442296296296297
X-Ray,U-Foes,Marvel,5.306257050765511
Mariko Yashida,Mariko Yashida,Marvel,5.3706007568590355
Shingen Yashida,Shingen Yashida,Marvel,5.3831428571428575
Yellow Claw,Yellow Claw (comics),Marvel,5.379473684210526
Yellowjacket_Marvel,Yellowjacket (Marvel Comics),Marvel,5.407440514469453
Ymir,Ymir (Marvel Comics),Marvel,5.43735064935065
Yondpoo,Yondu,Marvel,5.471556696957724
Yon-Rogg,Yon-Rogg,Marvel,5.390418502202643
Dale and Stacey Yorkes,Pride (comics),Marvel,5.364643403308773
Yukio,Yukio (comics),Marvel,5.468898433552299
Zabu,Zabu,Marvel,5.321388221153847
Zarathos,Zarathos,Marvel,5.33877037037037
Zarrko,Zarrko,Marvel,5.321160436137071
Zeitgeist,X-Statix,Marvel,5.415803988120492
Helmut Zemo,Helmut Zemo,Marvel,5.405052555273651
Zero-G,Alex Power,Marvel,5.428846153846153
Zeus_Marvel,Zeus (Marvel Comics),Marvel,5.448722222222223
Zheng Bao Yu,Zheng Bao Yu,Marvel,5.520038022813688
Zheng Zu,Zheng Zu,Marvel,5.377781938325992
Arnim Zola,Arnim Zola,Marvel,5.394081812831077
Zombie,Zombie (comics),Marvel,5.334174603174604
Zorro,Zorro (comics),Marvel,5.701428571428572
Carlo Zota,Enclave (comics),Marvel,5.364349705304519
Zuras,list of Eternals,Marvel,5.3899580712788255
Zzzax,Zzzax,Marvel,5.453606411398041
3-D Man,3-D Man,Marvel,5.5112640207075065
Abin Sur,Abin Sur,DC,5.304118214716526
Abra Kadabra (character),Abra Kadabra (character),DC,5.4204815002534215
Abby Holland,Abby Holland,DC,5.395494505494505
Ace the Bat-Hound,Ace the Bat-Hound,DC,5.541890292028414
Adam Strange,Adam Strange,DC,5.408623595505618
Agent Liberty,Agent Liberty,DC,5.4304503105590065
Air Wave,Air Wave,DC,5.492256783587028
Alias the Spider,Spider (DC Comics),DC,5.366568894952251
Alura,Alura (DC Comics),DC,5.463034591194969
Amazo,Amazo,DC,5.466014695591323
Ambush Bug,Ambush Bug,DC,5.432051282051282
Amazing-Man,Amazing-Man (DC Comics),DC,5.593164484917472
"Amethyst, Princess of Gemworld","Amethyst, Princess of Gemworld",DC,5.4217295690936105
Amygdala,Amygdala (comics),DC,5.33
Anarky,Anarky,DC,5.464427705419843
Andrew Bennett,I...Vampire,DC,5.226000000000001
Andromeda_DC,Laurel Gand,DC,5.394152484683458
Angel O'Day,Angel and the Ape,DC,5.568139114724481
Animal Man,Animal Man,DC,5.484840995506394
Animal-Vegetable-Mineral Man,Animal-Vegetable-Mineral Man,DC,5.417824803149607
Anti-Monitor,Anti-Monitor,DC,5.3280003495892325
Antiope,Antiope (character),DC,5.611773794808406
Anton Arcane,Anton Arcane,DC,5.3045566502463055
Anthro,Anthro (comics),DC,5.465514365152919
Apache Chief,Apache Chief,DC,5.454472440944882
Apparition,Phantom Girl,DC,5.447756578947368
Aquagirl,Aquagirl,DC,5.4821000788022065
Aqualad,Aqualad,DC,5.552684401451027
Aquaman,Aquaman,DC,5.455994879943503
Arak,Arak (character),DC,5.468271527341295
Ares_DC,Ares (DC Comics),DC,5.455003541076487
Argent,Argent (character),DC,5.38978476821192
Arion,Arion (character),DC,5.43352005730659
Arisia Rrab,Arisia Rrab,DC,5.418181405895692
Jeremiah Arkham,Jeremiah Arkham,DC,5.466800239234449
Arrowette,Arrowette,DC,5.586222222222224
Arsenal_DC,Roy Harper (character),DC,5.3907064727834255
Artemis of Bana-Mighdall,Artemis of Bana-Mighdall,DC,5.457411535739562
Atom,Atom (character),DC,5.409019977977032
Atomic Knight,Atomic Knight,DC,5.384007038712921
Atomic Skull,Atomic Skull,DC,5.3411418832552195
Atom-Smasher,Albert Rothstein,DC,5.183888888888889
Atrocitus,Atrocitus,DC,5.291772184743125
Azrael,Azrael (DC Comics),DC,5.394352306182531
Aztek,Aztek (character),DC,5.5218339416058395
B'wana Beast,B'wana Beast,DC,5.441909023117077
Baby-Doll,Baby-Doll (character),DC,5.556312935708753
Bane,Bane (DC Comics),DC,5.301283638320775
Baron Bedlam,Baron Bedlam,DC,5.281057692307692
Baron Blitzkrieg,Baron Blitzkrieg,DC,5.482458149779736
Battalion,Battalion (DC Comics),DC,5.42304189435337
Batgirl,Batgirl,DC,5.498201545004774
Batman,Batman,DC,5.501188229649767
Bat-Mite,Bat-Mite,DC,5.535294797687861
Batwing_DC,Batwing (DC Comics),DC,5.4009074733096085
Batwoman,Batwoman,DC,5.386305048335123
Beast Boy,Beast Boy,DC,5.38546511627907
Bekka,Bekka,DC,5.450933806146573
Beppo,Beppo (comics),DC,5.517863961813843
Bibbo Bibbowski,Bibbo Bibbowski,DC,5.4668178438661705
Big Barda,Big Barda,DC,5.54194168323393
Bizarro,Bizarro,DC,5.440646993627044
Black Adam,Black Adam,DC,5.358172376093295
Black Alice,Black Alice (comics),DC,5.352671558049202
Black Canary,Black Canary,DC,5.554025974025974
Black Condor,Black Condor,DC,5.494602298850576
Black Flash,Black Flash,DC,5.327943368107303
Black Hand,Black Hand (character),DC,5.368460260315703
Black Lightning,Black Lightning,DC,5.409856074766355
Black Manta,Black Manta,DC,5.3490528270738755
Black Mask (character),Black Mask (character),DC,5.3381008243500325
Black Orchid,Black Orchid (character),DC,5.428857498961363
Black Thorn,Black Thorn (comics),DC,5.10904761904762
Black Vulcan,Black Vulcan,DC,5.487120943952802
Blackhawk,Blackhawk (DC Comics),DC,5.432182715424522
Blaze,Blaze and Satanus,DC,5.390188481675393
Blok,Blok (comics),DC,5.475710594315245
Blockbuster_DC,Blockbuster (DC Comics),DC,5.426384083044982
Bloodsport,Bloodsport (comics),DC,5.33
Blue Beetle,Blue Beetle,DC,5.48722558802566
Blue Devil,Blue Devil (DC Comics),DC,5.312634394223054
Bombshell,Bombshell (DC Comics),DC,5.397967213114754
Boodikka,Boodikka,DC,5.3459639048400325
Booster Gold,Booster Gold,DC,5.49626948051948
Bouncing Boy,Bouncing Boy,DC,5.48896615669912
Bozo the Iron Man,Bozo the Iron Man,DC,5.46795371498173
Brain,Brain (DC Comics),DC,5.413343015579615
Brain Wave,Brain Wave (character),DC,5.407201850016517
Brainiac,Brainiac (character),DC,5.411069770815203
Brainiac 5,Brainiac 5,DC,5.408416026961243
Brainiac 8,Brainiac 8,DC,5.448949152542373
Brainwave,Brainwave (character),DC,5.499524485450674
Brick,Brick (character),DC,5.331279661016949
Bronze Tiger,Bronze Tiger,DC,5.368537994799191
Brother Blood,Brother Blood,DC,5.351875934230194
Brutale,Brutale (DC Comics),DC,5.327179962894248
Bug-Eyed Bandit,Bug-Eyed Bandit,DC,5.338631756756757
Bulleteer,Bulleteer,DC,5.42445530726257
Bulletman and Bulletgirl,Bulletman and Bulletgirl,DC,5.483017921146953
Bumblebee,Bumblebee (comics),DC,5.401666666666667
Bushido,Bushido (comics),DC,5.33
Calendar Man,Calendar Man,DC,5.464181401440734
Calculator,Calculator (character),DC,5.399370432827431
Captain Atom,Captain Atom,DC,5.419569096844397
Captain Boomerang,Captain Boomerang,DC,5.3230190815006475
Captain Cold,Captain Cold,DC,5.3284113681909275
Captain Comet,Captain Comet,DC,5.437574309978769
Captain Marvel_DC,Captain Marvel (DC Comics),DC,5.527712560625556
Captain Marvel Jr.,Captain Marvel Jr.,DC,5.463245862531682
Captain Nazi,Captain Nazi,DC,5.495792048929663
Catwoman,Catwoman,DC,5.413966368122829
Ch'p,Ch'p,DC,5.392053731343283
Chameleon Boy,Reep Daggle,DC,5.538217821782178
King Chimera,King Chimera,DC,5.451667652276759
Chris KL-99,Chris KL-99,DC,5.451973365617433
Cheetah,Cheetah (character),DC,5.485887207702889
Chemo,Chemo (character),DC,5.479830205540661
Cheshire,Cheshire (comics),DC,5.340309205903022
Chief,Chief (DC Comics),DC,5.347325581395349
Chris Kent,Chris Kent (character),DC,5.383998405951116
Chronos,Chronos (character),DC,5.400425244684442
Circe,Circe (character),DC,5.481279331404694
Clayface,Clayface,DC,5.366002118644068
Clock King,Clock King,DC,5.403456982543641
Cluemaster,Cluemaster,DC,5.3627144249512675
Colossal Boy,Gim Allon,DC,5.4977827648114905
Comedian,Comedian (character),DC,5.3039550191991225
Commander Steel,Commander Steel,DC,5.43252437147255
Conduit,Conduit (character),DC,5.408248803827751
Congorilla,Congorilla,DC,5.459653524492234
Cosmic Boy,Cosmic Boy,DC,5.4699065420560755
Count Vertigo,Count Vertigo,DC,5.285658024286183
Creeper,Creeper (DC Comics),DC,5.401244514106583
Crimson Avenger,Crimson Avenger,DC,5.471741889985895
Crispus Allen,Crispus Allen,DC,5.247225261064147
Cyborg,Cyborg (DC Comics),DC,5.428972843995001
Cyborg Superman,Cyborg Superman,DC,5.507521008403361
Cyclone_DC,Cyclone (DC Comics),DC,5.5311458333333325
Dan the Dyna-Mite,Dan the Dyna-Mite,DC,5.482001620745543
Dan Turpin,Dan Turpin,DC,5.361138211382114
Darkseid,Darkseid,DC,5.4732534495279594
Dark Angel,Dark Angel (DC Comics),DC,5.44968968968969
Dark Flash _ Negative Flash,Wally West,DC,5.428592975424534
Dava,Dava (comics),DC,5.2367986030267755
Dawnstar,Dawnstar,DC,5.524561717352414
Deadman,Deadman (comics),DC,5.419382177308224
Deadshot,Deadshot,DC,5.308448079658606
Death_DC,Death (DC Comics),DC,5.32424540186445
Deathstroke,Deathstroke,DC,5.366953307686506
Decay,Decay (DC Comics),DC,5.30618609406953
DeSaad,DeSaad,DC,5.385357142857143
Despero,Despero,DC,5.451706448165301
Detective Chimp,Detective Chimp,DC,5.440483430799221
Ding Dong Daddy,Ding Dong Daddy,DC,5.405185185185185
Doctor Alchemy,Doctor Alchemy,DC,5.373381901840491
Doctor Cyber,Doctor Cyber,DC,5.501426707264028
Doctor Destiny,Doctor Destiny,DC,5.441370209689082
Doctor Fate,Doctor Fate,DC,5.406259139869486
Doctor Light,Doctor Light (character),DC,5.3565000000000005
Doctor Manhattan,Doctor Manhattan,DC,5.402423202333963
Doctor Mid-Nite,Doctor Mid-Nite,DC,5.502037132542548
Doctor Occult,Doctor Occult,DC,5.551848906560636
Doctor Poison,Doctor Poison,DC,5.430771428571428
Doctor Polaris,Doctor Polaris,DC,5.385588113908378
Doctor Psycho,Doctor Psycho,DC,5.350304962572776
Doctor Sivana,Doctor Sivana,DC,5.414974805313789
Doll Man,Doll Man,DC,5.521797235023042
Dollmaker,Dollmaker (comics),DC,5.33
Doomsday,Doomsday (DC Comics),DC,5.335751021628626
Richard Dragon,Richard Dragon,DC,5.40311286407767
Dream,Dream (character),DC,5.492867760916693
Dream Girl,Nura Nal,DC,5.560433275563258
Duela Dent,Duela Dent,DC,5.462420398653896
Eclipso,Eclipso,DC,5.368178488820355
Morgan Edge,Morgan Edge,DC,5.4245564272782145
El Diablo,El Diablo (comics),DC,5.359704397981254
Elasti-Girl,Elasti-Girl,DC,5.409035350509287
Elongated Man,Elongated Man,DC,5.389213362068966
Emerald Empress,Emerald Empress,DC,5.405460876689881
Enchantress_DC,Enchantress (DC Comics),DC,5.39561469975374
Eradicator,Eradicator (character),DC,5.492625087270188
Etrigan the Demon,Etrigan the Demon,DC,5.356739509105305
Faora,Faora,DC,5.414108838568298
